count,hate_speech,offensive_language,neither,class,tweet,tweet_length,cleaned_tweet,preprocessed_tweet,label
3,0,0,3,Neither,Im in mickey ds and he gone ask for a double cheese burger wit no cheese!!! #FOH,80,im in mickey ds and he gone ask for a double cheese burger wit no cheese foh,im mickey d gone ask double cheese burger wit cheese foh,2
3,0,3,0,Offensive Language,I need some new hoes,20,i need some new hoes,need new hoe,1
3,0,3,0,Offensive Language,I called. In to work n bitch said they might not want me to go back,67,i called in to work n bitch said they might not want me to go back,called work n bitch said might want go back,1
3,0,3,0,Offensive Language,Not true RT @_Kimchanel_: Every man has hoes #bye,49,not true every man has hoes bye,true every man hoe bye,1
3,0,3,0,Offensive Language,RT @Marlin_FishyAss: If yo hoe choose.. Let her choose fuck her friend or her momma,83,if yo hoe choose let her choose fuck her friend or her momma,yo hoe choose let choose fuck friend momma,1
3,0,3,0,Offensive Language,&#8220;@HighClassCapri: @what_evaittakes ohhhhh yes bitch yesss&#8221;u ready T?&#128527;&#128520;,98,ohhhhh yes bitch yesssu ready t,ohhhhh yes bitch yesssu ready,1
3,0,3,0,Offensive Language,RT @thelibraicon: &#128514;&#128514;&#128514; RT @WeNotSocks: &#128557;&#128557;&#128557; RT @IntenseDesire: Bow wow look like the stress of saving a hoe is wearing him down http://t.co/S&#8230;,194,bow wow look like the stress of saving a hoe is wearing him down,bow wow look like stress saving hoe wearing,1
3,1,2,0,Offensive Language,"Your eyebrows on fleek, but ya pussy on stink",45,your eyebrows on fleek but ya pussy on stink,eyebrow fleek ya pussy stink,1
3,0,2,1,Offensive Language,I'm Rick James bitch!,21,im rick james bitch,im rick james bitch,1
3,0,3,0,Offensive Language,RT @SayrayArriaga: Pics or it didn't happen. Or you're the side bitch.,70,pics or it didnt happen or youre the side bitch,pic didnt happen youre side bitch,1
3,1,2,0,Offensive Language,RT @thecoreyholcomb: No man has ever aborted a baby even if he have her $ on it. Abortion bitches will soon meet god &amp; they baby to face th&#8230;,150,no man has ever aborted a baby even if he have her on it abortion bitches will soon meet god amp they baby to face th,man ever aborted baby even abortion bitch soon meet god amp baby face th,1
3,0,3,0,Offensive Language,I thought that bitch was trynna line me&#128553;,48,i thought that bitch was trynna line me,thought bitch trynna line,1
6,0,6,0,Offensive Language,@iLLEGALLYBadd my boy said this last night. I'll be in the gym Bc I refuse to be sloppy like these bad built bitches lol,120,my boy said this last night ill be in the gym bc i refuse to be sloppy like these bad built bitches lol,boy said last night ill gym bc refuse sloppy like bad built bitch lol,1
6,0,6,0,Offensive Language,"&#8220;@Leelucas_: @100046729 lol , be cool son. You know your grandma bald mouth&#8221;she got all her teeth hoe &#128514;&#128514;",132,lol be cool son you know your grandma bald mouthshe got all her teeth hoe,lol cool son know grandma bald mouthshe got teeth hoe,1
3,0,3,0,Offensive Language,@stonethegreat23 niqqa that's every white person just because some might seem down to earth don't mean there not gonna use nigger against us,140,niqqa thats every white person just because some might seem down to earth dont mean there not going to use nigger against us,niqqa thats every white person might seem earth dont mean going use nigger u,1
3,0,1,2,Neither,Am I the only person that feels disrespected by the bird poop suddenly dropping on your front window:(ewww#annoying,115,am i the only person that feels disrespected by the bird poop suddenly dropping on your front windowe,person feel disrespected bird poop suddenly dropping front windowe,2
3,0,3,0,Offensive Language,"In the words of lil Debbie ""I'm that bitch""",43,in the words of lil debbie im that bitch,word lil debbie im bitch,1
3,0,2,1,Offensive Language,"@HAL3Ygang she was a dirty bitch always beggin for microwaves and catchup and shit so mufuckas always be like, ""BYE Falicia!""",125,she was a dirty bitch always beggin for microwaves and catchup and shit so mufuckas always be like bye falicia,dirty bitch always beggin microwave catchup shit mufuckas always like bye falicia,1
3,1,2,0,Offensive Language,I witnessed Ace hoe soo many niggas at the gardens growing up &#128514;&#128514;&#128514; I'm talking strong armed hoein too &#128170;,134,i witnessed ace hoe soo many niggas at the gardens growing up im talking strong armed hoein too,witnessed ace hoe soo many nigga garden growing im talking strong armed hoein,1
3,0,3,0,Offensive Language,"&#8220;@BeenSlimm: Too many ""lil niggas"" on my TL. http://t.co/vqGezMMwWs&#8221; boosie got hoes",96,too many lil niggas on my tl boosie got hoes,many lil nigga tl boosie got hoe,1
3,0,3,0,Offensive Language,If you not my bitch. I really don't care &#128076;,50,if you not my bitch i really dont care,bitch really dont care,1
3,0,3,0,Offensive Language,We delivering bitch!!!!,23,we delivering bitch,delivering bitch,1
3,0,3,0,Offensive Language,"The intensity of my Bankhead bounce as I said ""we know these bitches cuz we be traveling""...",92,the intensity of my bankhead bounce as i said we know these bitches cuz we be traveling,intensity bankhead bounce said know bitch cuz traveling,1
3,0,3,0,Offensive Language,"""Bleed out hoe!!!"" -Alexa",25,bleed out hoe alexa,bleed hoe alexa,1
3,0,3,0,Offensive Language,Chillin wit my bitch who never hesitates tonight.,49,chillin wit my bitch who never hesitates tonight,chillin wit bitch never hesitates tonight,1
3,0,3,0,Offensive Language,RT @wizkhalifa: Currently taking over ur bitches brain with my creativity and wierdness.,88,currently taking over ur bitches brain with my creativity and wierdness,currently taking ur bitch brain creativity wierdness,1
3,0,3,0,Offensive Language,"RT @Pinche_Adina: ""@StayWavyBruh: These hoes getting pregnant just to put some shit like ShaqualidaeMommy, BarackeishaMommy in they IG Bio&#8230;",145,these hoes getting pregnant just to put some shit like shaqualidaemommy barackeishamommy in they ig bio,hoe getting pregnant put shit like shaqualidaemommy barackeishamommy ig bio,1
3,0,2,1,Offensive Language,"RT @rappersaid: When Tupac said ""I ain't a killer but don't push me, revenge is the sweetest joy next to getting pussy."" http://t.co/wL3mtG&#8230;",146,when tupac said i aint a killer but dont push me revenge is the sweetest joy next to getting pussy,tupac said aint killer dont push revenge sweetest joy next getting pussy,1
3,0,3,0,Offensive Language,I got good credit. So my bitch credit gotta match mine,54,i got good credit so my bitch credit got to match mine,got good credit bitch credit got match mine,1
3,0,3,0,Offensive Language,"She is not a ""whore"" she a ho",29,she is not a whore she a ho,whore ho,1
3,0,3,0,Offensive Language,"""@iDntWearCondoms: Watch women try to argue with me like they have a dick and actually fucked some pussy before"" I hate when bitches do that",140,watch women try to argue with me like they have a dick and actually fucked some pussy before i hate when bitches do that,watch woman try argue like dick actually fucked pussy hate bitch,1
3,0,3,0,Offensive Language,@IleanaGeorgina @Enriquuee_ kike your a soft nigga &#128514;,60,kike your a soft nigga,kike soft nigga,1
3,0,0,3,Neither,@erinscafe Bu I do. I do hate the playa. And the Yankees. If I hate the Yankees for their payroll I have to hate the Dodgers.,125,bu i do i do hate the playa and the yankees if i hate the yankees for their payroll i have to hate the dodgers,bu hate playa yankee hate yankee payroll hate dodger,2
6,0,6,0,Offensive Language,RT @_BeautifulKeezy: ion be understanding how all you hoes drop yall nuts at once but when a bitch on your ass you can't hear a mouse piss &#8230;,146,ion be understanding how all you hoes drop yall nuts at once but when a bitch on your ass you cant hear a mouse piss,ion understanding hoe drop yall nut bitch as cant hear mouse piss,1
3,1,2,0,Offensive Language,Winn Dixie is for real niggaz publix is for pussies,51,winn dixie is for real niggaz publix is for pussies,winn dixie real niggaz publix pussy,1
3,0,3,0,Offensive Language,@cameron_ast @lanahudsonnn are u fucking still talking bitch I wanna see that I don't give a fuck about your ugly ass girlfriend son,132,are u fucking still talking bitch i want to see that i dont give a fuck about your ugly ass girlfriend son,u fucking still talking bitch want see dont give fuck ugly as girlfriend son,1
3,0,3,0,Offensive Language,Play these hoes like the lottery,32,play these hoes like the lottery,play hoe like lottery,1
3,0,3,0,Offensive Language,RT @PRAYINGFORHEAD: pussy boy don't want war,44,pussy boy dont want war,pussy boy dont want war,1
3,2,1,0,Hate Speech,RT @alexishope_2014: You got niggas &amp; I got bitches but I want you... &#128149;&#127926;,92,you got niggas amp i got bitches but i want you,got nigga amp got bitch want,0
6,0,6,0,Offensive Language,"RT @HannahJoeckel: I often try to help someone out if I can't decide whether I want to like their insta pic like ""ehh ill throw this bitch &#8230;",146,i often try to help someone out if i cant decide whether i want to like their insta pic like ehh ill throw this bitch,often try help someone cant decide whether want like insta pic like ehh ill throw bitch,1
3,0,0,3,Neither,"One of my favorite songs. ""There's a man on the shoreline with a white parakeet trying to make his bird go home."" http://t.co/bQ3CBIPk6s",136,one of my favorite songs theres a man on the shoreline with a white parakeet trying to make his bird go home,one favorite song there man shoreline white parakeet trying make bird go home,2
3,0,0,3,Neither,I need like 43 fuzzy blankets to sleep &#128525;&#128139;,57,i need like fuzzy blankets to sleep,need like fuzzy blanket sleep,2
3,1,2,0,Offensive Language,@GrizzboAdams dude fuck you faggot it's Friday or no go bitch I set the standards you make or break them bitch,110,dude fuck you faggot its friday or no go bitch i set the standards you make or break them bitch,dude fuck faggot friday go bitch set standard make break bitch,1
3,0,0,3,Neither,I'm jus a trill nicca mane,26,im jus a trill nicca mane,im jus trill nicca mane,2
3,0,3,0,Offensive Language,"RT @PickinUpGirls: It goes from ""baby"" to ""hoe"", "" I love you"" to "" Fuck you I hate you"", "" I need you"" to "" Fuck off"" from "" You're my eve&#8230;",146,it goes from baby to hoe i love you to fuck you i hate you i need you to fuck off from youre my eve,go baby hoe love fuck hate need fuck youre eve,1
3,0,3,0,Offensive Language,RT @MitchVorce: Bastino is my niggah&#128661;,45,bastino is my niggah,bastino niggah,1
3,0,2,1,Offensive Language,RT @Jaydillz: My babies pussy is too tight today. http://t.co/if4K4v74RO,72,my babies pussy is too tight today,baby pussy tight today,1
3,0,3,0,Offensive Language,Ion like the ho cause she talk to mf much with ha real butt ugly ass dumb young ass ho &#128553;&#128074;&#128522;&#128299;&#128591;&#128079;&#128530;&#9996;&#65039;,165,ion like the ho cause she talk to mf much with ha real butt ugly ass dumb young ass ho,ion like ho cause talk mf much ha real butt ugly as dumb young as ho,1
3,0,3,0,Offensive Language,"Living with my bitches, hashtag live http://t.co/9jKAYWGeVZ",59,living with my bitches hashtag live,living bitch hashtag live,1
6,0,6,0,Offensive Language,@JerGucci go on Craigslist bitches be on there &#128514;&#128514;,65,go on craigslist bitches be on there,go craigslist bitch,1
3,0,3,0,Offensive Language,Omg fuck these bitches #basedgod,32,omg fuck these bitches basedgod,omg fuck bitch basedgod,1
3,0,1,2,Neither,"@DarthMaverick7 @Xcntrik @religulous @chrispyosh Rather than believe that there was a man who was the very definition of good, u mock it.",137,rather than believe that there was a man who was the very definition of good u mock it,rather believe man definition good u mock,2
3,0,2,1,Offensive Language,Well dayum RT @Tristine214: I seen you bitches knocking censor tags off your clothes on your patio with hammers http://t.co/tWE3VY0Bk5,134,well dayum i seen you bitches knocking censor tags off your clothes on your patio with hammers,well dayum seen bitch knocking censor tag clothes patio hammer,1
3,0,3,0,Offensive Language,"RT @Adolfhibsta: First off, you just a hoe if you can have sex with a man &amp; not have any feelings for him",109,first off you just a hoe if you can have sex with a man amp not have any feelings for him,first hoe sex man amp feeling,1
3,0,3,0,Offensive Language,@DaniCim choke on bread bitch,29,choke on bread bitch,choke bread bitch,1
3,1,2,0,Offensive Language,@PDaburei bitch nigga,21,bitch nigga,bitch nigga,1
3,1,2,0,Offensive Language,@5Dimes fuck you tony...you greaseball piece of shit-,53,fuck you tonyyou greaseball piece of shit,fuck tonyyou greaseball piece shit,1
3,0,3,0,Offensive Language,"""@GirlThatsVonte: These hoes be thinking Meat won't slap they ass &#128564;&#128075;"" ainna bruh",96,these hoes be thinking meat wont slap they ass ainna bruh,hoe thinking meat wont slap as ainna bruh,1
3,0,3,0,Offensive Language,RT @Coolie_GBE300: I'm about to go on http://t.co/9btG26MlgU &amp; be the devil &amp; catfish some hoes.,104,im about to go on amp be the devil amp catfish some hoes,im go amp devil amp catfish hoe,1
3,0,3,0,Offensive Language,"""@theaveragerocks: Hardcore way to eat Mac and cheese
1. Boil water 
2. Snort cheese powder
3. Drink boiling water 
4. Fuck bitches""",132,hardcore way to eat mac and cheese boil water snort cheese powder drink boiling water fuck bitches,hardcore way eat mac cheese boil water snort cheese powder drink boiling water fuck bitch,1
3,2,1,0,Hate Speech,Hate this dyke,14,hate this dyke,hate dyke,0
3,2,1,0,Hate Speech,"@_SoulSurvivor_ @zakbauer I dont have any problems with zak, but you seem like a faggot http://t.co/NbFAArxvRP",110,i dont have any problems with zak but you seem like a faggot,dont problem zak seem like faggot,0
3,0,3,0,Offensive Language,"High then a bitch of them bong rips, steady smoking 11 g's with my nigga Jorge",78,high then a bitch of them bong rips steady smoking gs with my nigga jorge,high bitch bong rip steady smoking g nigga jorge,1
3,0,3,0,Offensive Language,"RT @JediKnightwing: Please pornstars, stop saying ""fuck that tight pussy.""",74,please pornstars stop saying fuck that tight pussy,please pornstars stop saying fuck tight pussy,1
3,0,3,0,Offensive Language,LMAOO RT @PacDaGoat: Tyga wife hoes and teenagers his life sucks,64,lmaoo tyga wife hoes and teenagers his life sucks,lmaoo tyga wife hoe teenager life suck,1
3,0,0,3,Neither,Magellan? You suck at trash talk. @physguy2 @submix8c,53,magellan you suck at trash talk,magellan suck trash talk,2
3,0,3,0,Offensive Language,If my friends don't wanna hangout my automatic response is to call them a bitch. Whoops.,88,if my friends dont want to hangout my automatic response is to call them a bitch whoops,friend dont want hangout automatic response call bitch whoop,1
3,0,3,0,Offensive Language,Where tf this bitch in the pink from? &#128514; this hoe pointless,66,where tf this bitch in the pink from this hoe pointless,tf bitch pink hoe pointless,1
3,0,3,0,Offensive Language,"My nig ""@im_me_mi: ""@oneshadowlove: yes black people live in Wisconsin lmao @80sbaby4life""shock da shit out me too #learnsomethingeveryday""",139,my nig yes black people live in wisconsin lmao shock da shit out me too learnsomethingeveryday,nig yes black people live wisconsin lmao shock da shit learnsomethingeveryday,1
3,0,3,0,Offensive Language,@Frankiee_559 dont be a bitch man up lol :),43,dont be a bitch man up lol,dont bitch man lol,1
3,0,3,0,Offensive Language,@kieffer_jason bitch that says traffic stop bitch stop making excuses,69,bitch that says traffic stop bitch stop making excuses,bitch say traffic stop bitch stop making excuse,1
3,0,3,0,Offensive Language,@DefineMEee lol tell dat white bitch I said hey,47,lol tell dat white bitch i said hey,lol tell dat white bitch said hey,1
6,0,6,0,Offensive Language,I'm such a bitch sometimes lol,30,im such a bitch sometimes lol,im bitch sometimes lol,1
3,0,2,1,Offensive Language,"Crank up a little hank, sit on the hood and drink, I'm about to get my redneck on",81,crank up a little hank sit on the hood and drink im about to get my redneck on,crank little hank sit hood drink im get redneck,1
3,0,0,3,Neither,Yankee homeruns make me all tingly.,35,yankee homeruns make me all tingly,yankee homeruns make tingly,2
6,0,6,0,Offensive Language,I want yo bitch I go get her I smashed er now she won't let up,62,i want yo bitch i go get her i smashed er now she wont let up,want yo bitch go get smashed er wont let,1
3,0,2,1,Offensive Language,That depression shit trash.,27,that depression shit trash,depression shit trash,1
3,0,3,0,Offensive Language,"RT @liddoprincess: Call it ""insecure"" if u want but fuck no my man doesn't need to be friendly or have bitches as ""friends"" these hoes ain'&#8230;",146,call it insecure if u want but fuck no my man doesnt need to be friendly or have bitches as friends these hoes ain,call insecure u want fuck man doesnt need friendly bitch friend hoe,1
3,0,3,0,Offensive Language,GOAT RT @DBlockDeuce_215 Nitty had bitches rubbin his beard and stomach at the same time in Jollies.. LEGENDARY,111,goat nitty had bitches rubbin his beard and stomach at the same time in jollies legendary,goat nitty bitch rubbin beard stomach time jolly legendary,1
3,0,3,0,Offensive Language,RT @49ant: if she lives at home she's a little less likely to cheat on you and be a ho,86,if she lives at home shes a little less likely to cheat on you and be a ho,life home shes little le likely cheat ho,1
9,1,8,0,Offensive Language,Some hoes that tweet just make me mad lol,41,some hoes that tweet just make me mad lol,hoe tweet make mad lol,1
3,1,2,0,Offensive Language,@TheRealCortlan All the thirsty hoes. Lol,41,all the thirsty hoes lol,thirsty hoe lol,1
3,0,3,0,Offensive Language,RT @275YUNGSIMMIE: I hate a lying ass bitch,43,i hate a lying ass bitch,hate lying as bitch,1
3,1,2,0,Offensive Language,"RT @Blakeanthony98: &#8220;@Thompson_Era: &#8220;@hiagokoury: That hoe smashed the whole team !&#8221; 

&#128557;C&#128514;H&#128557;I&#128514;L&#128557;L&#128514;&#8221; Lmao y'all fools&#128514;&#128514;&#128514;&#128514;",224,that hoe smashed the whole team chill lmao yall fools,hoe smashed whole team chill lmao yall fool,1
3,0,3,0,Offensive Language,&#8220;@DuhItsAdrii: How bitch how ?&#8221;&#128514; FRESH?,59,how bitch how fresh,bitch fresh,1
6,0,1,5,Neither,@Hovaa_ what about yellow spots?,32,what about yellow spots,yellow spot,2
3,2,1,0,Hate Speech,RT @Nekkohbk: I stopped caring about mcm when I noticed dykes where getting chose before me,91,i stopped caring about mcm when i noticed dykes where getting chose before me,stopped caring mcm noticed dyke getting chose,0
3,0,3,0,Offensive Language,"RT @cosmeticJUNKiee: bitches be quick to say "" let me pull out my phone"" &#128514;&#128514;&#128514;",100,bitches be quick to say let me pull out my phone,bitch quick say let pull phone,1
3,0,3,0,Offensive Language,that bitch flawless af,22,that bitch flawless af,bitch flawless af,1
3,0,3,0,Offensive Language,@The_Paradox He a bitch you should do it,40,he a bitch you should do it,bitch,1
3,0,1,2,Neither,"When people label their name on there ghetto nano&lt;&lt;&lt;&lt;&lt; 

@StephyRae7",83,when people label their name on there ghetto nanoltltltltlt,people label name ghetto nanoltltltltlt,2
3,0,0,3,Neither,"@Gladvillian u want me to make u one of my ghetto nunchucks, they come in singles and double_ended",98,u want me to make u one of my ghetto nunchucks they come in singles and doubleended,u want make u one ghetto nunchucks come single doubleended,2
6,0,6,0,Offensive Language,Work out hoe http://t.co/zOLMGuj5HK,35,work out hoe,work hoe,1
3,1,2,0,Offensive Language,"I hate a ""I used to talk to her/him"" nigga or bitch like foh hater &#128530; we never talked u jus know em",106,i hate a i used to talk to herhim nigga or bitch like foh hater we never talked u jus know em,hate used talk herhim nigga bitch like foh hater never talked u jus know em,1
3,0,2,1,Offensive Language,&#8220;@NikeDownLuis15: @vintage_monroe_ them Damn brownies&#8221;I swear lmao,78,them damn browniesi swear lmao,damn browniesi swear lmao,1
3,0,3,0,Offensive Language,Now when I put this pussy on Vivian she bet not be playing &#128514;&#128557;&#128527;,86,now when i put this pussy on vivian she bet not be playing,put pussy vivian bet playing,1
3,0,3,0,Offensive Language,@Tommayydoee bitch lol,22,bitch lol,bitch lol,1
3,0,3,0,Offensive Language,RT @CherryBby_xoxo: If this bitch don't just go through the freaking packet &#128530;,85,if this bitch dont just go through the freaking packet,bitch dont go freaking packet,1
3,0,3,0,Offensive Language,Subtweettweettweettweet cuz skinny niggah but my dick long,58,subtweettweettweettweet cuz skinny niggah but my dick long,subtweettweettweettweet cuz skinny niggah dick long,1
6,0,0,6,Neither,"RT @sweetromance: @1visionamd @Redeemed1952 @AZWS Once again, birds of a feather....",84,once again birds of a feather,bird feather,2
3,0,3,0,Offensive Language,Michigan is a big state. The hoes on Twitter and Instagram make just it smaller.,80,michigan is a big state the hoes on twitter and instagram make just it smaller,michigan big state hoe twitter instagram make smaller,1
3,0,0,3,Neither,The John Cantlie video issued by Al Furqan media is a new level of the Jihadi propaganda: promises more episodes &amp; wages ideological warfare,144,the john cantlie video issued by al furqan media is a new level of the jihadi propaganda promises more episodes amp wages ideological warfare,john cantlie video issued al furqan medium new level jihadi propaganda promise episode amp wage ideological warfare,2
3,1,2,0,Offensive Language,"sweet Jesus, I'm a beleiber &#128525;&#128525;&#128540;&#128541; &#8220;@yagurlbubblez87 Look at this bitch nigga tho &#128064; http://t.co/40XJwFJbVl&#8221;",157,sweet jesus im a beleiber look at this bitch nigga tho,sweet jesus im beleiber look bitch nigga tho,1
3,0,3,0,Offensive Language,Deez hoes be actin up..,23,deez hoes be actin up,deez hoe actin,1
3,0,1,2,Neither,RT @GabrielaAngela4: @JacklynAnnn I'm not even ghetto!!!!,57,im not even ghetto,im even ghetto,2
3,0,3,0,Offensive Language,You unfollowed me? You dumb cunt!! Jk..I don't blame you.,57,you unfollowed me you dumb cunt jki dont blame you,unfollowed dumb cunt jki dont blame,1
3,1,2,0,Offensive Language,@josh_helton Xbox live fags,27,xbox live fags,xbox live fag,1
3,0,2,1,Offensive Language,"""You can take someone out of the ghetto, but you can't take the ghetto out of them.""",84,you can take someone out of the ghetto but you cant take the ghetto out of them,take someone ghetto cant take ghetto,1
3,0,0,3,Neither,"Note: Khorasan is the old Arabic name for parts of Iran, Afghanistan. Not an invention of modern Jihadis. #justsayin",116,note khorasan is the old arabic name for parts of iran afghanistan not an invention of modern jihadis justsayin,note khorasan old arabic name part iran afghanistan invention modern jihadis justsayin,2
3,0,3,0,Offensive Language,"Naomi Campbell, Rihanna, Miley Cyrus?...Crazy bitches lol",57,naomi campbell rihanna miley cyruscrazy bitches lol,naomi campbell rihanna miley cyruscrazy bitch lol,1
3,0,3,0,Offensive Language,""" black bottle &amp; a bad bitch """,34,black bottle amp a bad bitch,black bottle amp bad bitch,1
3,0,3,0,Offensive Language,Lol at bitches thinking Kanye is the perfect man because he opened the car door for his wife.. You bitches don't know wtf y'all need..,134,lol at bitches thinking kanye is the perfect man because he opened the car door for his wife you bitches dont know wtf yall need,lol bitch thinking kanye perfect man opened car door wife bitch dont know wtf yall need,1
3,0,3,0,Offensive Language,RT @CurrenSy_Spitta: I never bought a bitch....,47,i never bought a bitch,never bought bitch,1
3,0,3,0,Offensive Language,RT @EmotionalSwag15: Go die in a hole bitches &#9996;,53,go die in a hole bitches,go die hole bitch,1
3,0,3,0,Offensive Language,"RT @BowDownn_Bitch: Nine times outta ten the bitch using them same unclean brushes on all ten of her clients. I can't with you ""beat faced""&#8230;",146,nine times outta ten the bitch using them same unclean brushes on all ten of her clients i cant with you beat faced,nine time outta ten bitch using unclean brush ten client cant beat faced,1
3,0,3,0,Offensive Language,&#8220;@_Jamal___: these hoes ain't loyal&#8221; no they ain't,62,these hoes aint loyal no they aint,hoe aint loyal aint,1
3,0,3,0,Offensive Language,Twitter watching bitches.,25,twitter watching bitches,twitter watching bitch,1
3,0,3,0,Offensive Language,I wish my brother would stop bringing dirty bitches in my house,63,i wish my brother would stop bringing dirty bitches in my house,wish brother would stop bringing dirty bitch house,1
3,0,3,0,Offensive Language,RT @iDntWearCondoms: RT if u lost all your bitches,50,if u lost all your bitches,u lost bitch,1
3,0,3,0,Offensive Language,Gotta missed call from yoooo bitch,34,got to missed call from yoooo bitch,got missed call yoooo bitch,1
3,1,2,0,Offensive Language,I gotta bitch to suck my dick till I nut spit it on my gut and slurp that shit back up ain't that a slut,104,i got to bitch to suck my dick till i nut spit it on my gut and slurp that shit back up aint that a slut,got bitch suck dick till nut spit gut slurp shit back aint slut,1
3,0,3,0,Offensive Language,@Steven_ratata my boots get me bitches so,41,my boots get me bitches so,boot get bitch,1
3,0,3,0,Offensive Language,@AsapTwelvyy bruh bruh that bitch ain't loyal !,47,bruh bruh that bitch aint loyal,bruh bruh bitch aint loyal,1
3,0,3,0,Offensive Language,RT @Swizzzy: Pussy is pussy asses.. Thats how so many of yalls babys mommas hideous and u hiding her from the twittersphere,123,pussy is pussy asses thats how so many of yalls babys mommas hideous and u hiding her from the twittersphere,pussy pussy ass thats many yalls baby momma hideous u hiding twittersphere,1
3,0,0,3,Neither,RT @rickygervais: Humans are genetically closer to chimps than chimps are to gorillas. But we are all apes. Have a great day you clever twe&#8230;,146,humans are genetically closer to chimps than chimps are to gorillas but we are all apes have a great day you clever twe,human genetically closer chimp chimp gorilla ape great day clever twe,2
3,0,0,3,Neither,"Jihadis claim to have shot an #Iraq army Mi-35 attack helicopter in Beji &amp; identify its pilot by name, rank",111,jihadis claim to have shot an iraq army mi attack helicopter in beji amp identify its pilot by name rank,jihadis claim shot iraq army mi attack helicopter beji amp identify pilot name rank,2
3,0,3,0,Offensive Language,Date a thug because you know they won't pussy out when it comes to defending you. #felonsplease,95,date a thug because you know they wont pussy out when it comes to defending you felonsplease,date thug know wont pussy come defending felonsplease,1
3,0,3,0,Offensive Language,@zach_smith98 @kieffer_jason bitch stfu and get off my page,59,bitch stfu and get off my page,bitch stfu get page,1
3,0,3,0,Offensive Language,@VG3_ what pissed me off is as males WE JUDGE females pussy. How you gone judge your own get mad and deny its loose because YOU have a gap?,139,what pissed me off is as males we judge females pussy how you gone judge your own get mad and deny its loose because you have a gap,pissed male judge female pussy gone judge get mad deny loose gap,1
3,0,1,2,Neither,"and another one &#8220;@07Cannon: Two hoes? RT ""@xoxo_imaunicorn: y'all know what we are?! &#128514;&#128514;"" http://t.co/XI5Aod1FAo&#8221;",140,and another one two hoes yall know what we are,another one two hoe yall know,2
6,0,0,6,Neither,Eating brownies and then going to the gym... Idk,48,eating brownies and then going to the gym idk,eating brownie going gym idk,2
6,0,6,0,Offensive Language,All d messy hoes sleep,22,all d messy hoes sleep,messy hoe sleep,1
3,0,3,0,Offensive Language,RT @BwTis: I have no sympathy for people who bitch about situations they get themselves into.,93,i have no sympathy for people who bitch about situations they get themselves into,sympathy people bitch situation get,1
3,0,3,0,Offensive Language,Daddy cracker and a few bad bitches...,38,daddy cracker and a few bad bitches,daddy cracker bad bitch,1
3,0,1,2,Neither,"@edwards_cait ghetto, driving a nice car, and not having to pay a lot for rent. I drive a Lexus, and pay little rent. Just saying.",130,ghetto driving a nice car and not having to pay a lot for rent i drive a lexus and pay little rent just saying,ghetto driving nice car pay lot rent drive lexus pay little rent saying,2
3,0,3,0,Offensive Language,What the FUCK? THO? REALLY? The Entire FUCKING #World #MEDIA is has gone #Obama #retarded not to know #medical #science PROTOCOLS? #wuh?,136,what the fuck tho really the entire fucking world media is has gone obama retarded not to know medical science protocols wuh,fuck tho really entire fucking world medium gone obama retarded know medical science protocol wuh,1
3,1,2,0,Offensive Language,Dat nicca paper Fuwop n da booth,32,dat nicca paper fuwop n da booth,dat nicca paper fuwop n da booth,1
3,0,3,0,Offensive Language,@tacalifornia my real lil bro even tho cuh a bitch lmao,55,my real lil bro even tho cuh a bitch lmao,real lil bro even tho cuh bitch lmao,1
3,0,0,3,Neither,trash af,8,trash af,trash af,2
6,1,5,0,Offensive Language,@T_FLYE he killed that hoe though,33,he killed that hoe though,killed hoe though,1
3,0,2,1,Offensive Language,RT @AshleighRollin: &#8220;@ViriDoesItt: Kissin small lips is trash lol..&#8221; Trash,86,kissin small lips is trash lol trash,kissin small lip trash lol trash,1
9,2,7,0,Offensive Language,Don't trust these hoes,22,dont trust these hoes,dont trust hoe,1
6,0,6,0,Offensive Language,RT @LilTy___: Who do bitches take me for? &#128514;&#128514;&#128514;,69,who do bitches take me for,bitch take,1
3,1,2,0,Offensive Language,ouh she got da spider pussy!,28,ouh she got da spider pussy,ouh got da spider pussy,1
3,0,0,3,Neither,Can't be many things worse than having COPS interrupted because a friggin Yankee game is still going on.,104,cant be many things worse than having cops interrupted because a friggin yankee game is still going on,cant many thing worse cop interrupted friggin yankee game still going,2
4,0,4,0,Offensive Language,Jenna played the Weeknd &amp; Mac just looked at us like theeeese bitches..,75,jenna played the weeknd amp mac just looked at us like theeeese bitches,jenna played weeknd amp mac looked u like theeeese bitch,1
3,0,3,0,Offensive Language,Drop her off? dat bitch a be walking if i wus driving....,57,drop her off dat bitch a be walking if i wus driving,drop dat bitch walking wu driving,1
3,0,0,3,Neither,&#9733; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &#9733;718-622-0221 - 24 http://t.co/6ZUxaQeaVL,117,best asian massage on the brooklyn park slope top rated spa,best asian massage brooklyn park slope top rated spa,2
3,1,2,0,Offensive Language,"&#8220;@hippiescrub: ""I can believe that wiz khalifa and that one bald bitch are getting divorced ""&#8221;",106,i can believe that wiz khalifa and that one bald bitch are getting divorced,believe wiz khalifa one bald bitch getting divorced,1
